Type,Name,Category,Price,FoodType,GST,Station,Description,Parent,ShortName,SKU,Default,SelectionType,Min,Max,Required,Group,Item
ITEM,"CHICKEN PAHADI TIKKA","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,CHICKEN PAHADI,TCV0128,,,,,,,
ITEM,"CHICKEN ACHARI TIKKA","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,CHICKEN ACHARI,TCV0129,,,,,,,
ITEM,"AFGHANI CHICKEN","TANDOOR NON VEG STARTER",0,nonveg,5,"Tandoor",,,AFGHANI CHICKEN,TCV0130,,,,,,,
VARIANT,Single,,389,,,,,,,TCV0130-S,yes,,,,,"AFGHANI CHICKEN"
VARIANT,Family,,629,,,,,,,TCV0130-F,no,,,,,"AFGHANI CHICKEN"
ITEM,"CHICKEN SHEEK KEBAB","TANDOOR NON VEG STARTER",369,nonveg,5,"Tandoor",,,CHICKEN SHEEK K,TCV0131,,,,,,,
ITEM,"CHICKEN NEYURANI","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,CHICKEN NEYURAN,TCV0132,,,,,,,
ITEM,"CHICKEN BANAJARA","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,CHICKEN BANAJAR,TCV0133,,,,,,,
ITEM,"ACHARI TAGDI KEBAB(2PICES)","TANDOOR NON VEG STARTER",299,nonveg,5,"Tandoor",,,ACHARI TAGDI KE,TCV0134,,,,,,,
ITEM,"EGG NEYURANI KEBAB","TANDOOR NON VEG STARTER",299,nonveg,5,"Tandoor",,,EGG NEYURANI KE,TCV0135,,,,,,,
ITEM,"GARLIC FISH TIKKA","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,GARLIC FISH TIK,TCV0136,,,,,,,
ITEM,"AMRITSARI FISH FRY","TANDOOR NON VEG STARTER",399,nonveg,5,"Tandoor",,,AMRITSARI FISH,TCV0137,,,,,,,
ITEM,"NON VEG KEBAB PALTER","TANDOOR NON VEG STARTER",599,nonveg,5,"Tandoor",,,NON VEG KEBAB P,TCV0138,,,,,,,

CATEGORY,"MAINCOURSE VEG",,,,,"Kitchen",,"Vegetarian",,,,,,,,,
ITEM,"AAJ KI SABZI","MAINCOURSE VEG",279,veg,5,"Kitchen",,,AAJ KI SABZI,TCV0139,,,,,,,
ITEM,"SOYA CHAP MASALA","MAINCOURSE VEG",329,veg,5,"Kitchen",,,SOYA CHAP MASAL,TCV0140,,,,,,,
ITEM,"MIX VEG","MAINCOURSE VEG",279,veg,5,"Kitchen",,,MIX VEG,TCV0141,,,,,,,
ITEM,"BABY CORN MASALA","MAINCOURSE VEG",339,veg,5,"Kitchen",,,BABY CORN MASAL,TCV0142,,,,,,,
ITEM,"PALAK CORN","MAINCOURSE VEG",279,veg,5,"Kitchen",,,PALAK CORN,TCV0143,,,,,,,
ITEM,"MUSHROOM HANDI","MAINCOURSE VEG",329,veg,5,"Kitchen",,,MUSHROOM HANDI,TCV0144,,,,,,,
ITEM,"PINDI CHOLE","MAINCOURSE VEG",279,veg,5,"Kitchen",,,PINDI CHOLE,TCV0145,,,,,,,
ITEM,"PANEER BUTTER MASALA","MAINCOURSE VEG",329,veg,5,"Kitchen",,,PANEER BUTTER M,TCV0146,,,,,,,
ITEM,"HEENG DHANIYA KE ALOO","MAINCOURSE VEG",279,veg,5,"Kitchen",,,HEENG DHANIYA K,TCV0147,,,,,,,
ITEM,"KADHAI PANEER","MAINCOURSE VEG",329,veg,5,"Kitchen",,,KADHAI PANEER,TCV0148,,,,,,,
ITEM,"JEERA ALOO","MAINCOURSE VEG",269,veg,5,"Kitchen",,,JEERA ALOO,TCV0149,,,,,,,
ITEM,"PANEER PUNJABI","MAINCOURSE VEG",329,veg,5,"Kitchen",,,PANEER PUNJABI,TCV0150,,,,,,,
